graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,71,91,0,True,False,False
0,91,71,0,True,False,False
0,5,71,0,True,False,False
0,71,5,0,True,False,False
0,71,153,0,True,False,False
0,153,71,0,True,False,False
0,185,91,0,True,False,False
0,91,185,0,True,False,False
0,5,185,0,True,False,False
0,185,5,0,True,False,False
0,97,147,0,True,False,False
0,147,97,0,True,False,False
0,86,97,0,True,False,False
0,97,86,0,True,False,False
0,97,41,0,True,False,False
0,41,97,0,True,False,False
0,61,20,0,True,False,False
0,20,61,0,True,False,False
0,61,124,0,True,False,False
0,124,61,0,True,False,False
0,149,54,0,True,False,False
0,54,149,0,True,False,False
0,149,127,0,True,False,False
0,127,149,0,True,False,False
0,112,149,0,True,False,False
0,149,112,0,True,False,False
0,37,124,0,True,False,False
0,124,37,0,True,False,False
0,20,35,0,True,False,False
0,35,20,0,True,False,False
0,13,124,0,True,False,False
0,124,13,0,True,False,False
0,124,35,0,True,False,False
0,35,124,0,True,False,False
0,59,35,0,True,False,False
0,35,59,0,True,False,False
0,46,193,0,True,False,False
0,193,46,0,True,False,False
0,46,64,0,True,False,False
0,64,46,0,True,False,False
0,64,33,0,True,False,False
0,33,64,0,True,False,False
0,110,111,0,True,False,False
0,111,110,0,True,False,False
0,169,83,0,True,False,False
0,83,169,0,True,False,False
0,111,175,0,True,False,False
0,175,111,0,True,False,False
0,109,118,0,True,False,False
0,118,109,0,True,False,False
0,109,77,0,True,False,False
0,77,109,0,True,False,False
0,88,109,0,True,False,False
0,109,88,0,True,False,False
0,1,92,0,True,False,False
0,92,1,0,True,False,False
0,1,74,0,True,False,False
0,74,1,0,True,False,False
0,92,129,0,True,False,False
0,129,92,0,True,False,False
0,92,115,0,True,False,False
0,115,92,0,True,False,False
0,74,115,0,True,False,False
0,115,74,0,True,False,False
0,54,146,0,True,False,False
0,146,54,0,True,False,False
0,24,119,0,True,False,False
0,119,24,0,True,False,False
0,85,119,0,True,False,False
0,119,85,0,True,False,False
0,52,58,0,True,False,False
0,58,52,0,True,False,False
0,54,34,0,True,False,False
0,34,54,0,True,False,False
0,33,24,0,True,False,False
0,24,33,0,True,False,False
0,24,177,0,True,False,False
0,177,24,0,True,False,False
0,127,34,0,True,False,False
0,34,127,0,True,False,False
0,118,65,0,True,False,False
0,65,118,0,True,False,False
0,65,151,0,True,False,False
0,151,65,0,True,False,False
0,65,144,0,True,False,False
0,144,65,0,True,False,False
0,65,15,0,True,False,False
0,15,65,0,True,False,False
0,175,70,0,True,False,False
0,70,175,0,True,False,False
0,33,85,0,True,False,False
0,85,33,0,True,False,False
0,162,160,0,True,False,False
0,160,162,0,True,False,False
0,83,0,0,True,False,False
0,0,83,0,True,False,False
0,128,142,0,True,False,False
0,142,128,0,True,False,False
0,114,72,0,True,False,False
0,72,114,0,True,False,False
0,114,25,0,True,False,False
0,25,114,0,True,False,False
0,178,55,0,True,False,False
0,55,178,0,True,False,False
0,99,42,0,True,False,False
0,42,99,0,True,False,False
0,122,95,0,True,False,False
0,95,122,0,True,False,False
0,95,76,0,True,False,False
0,76,95,0,True,False,False
0,95,166,0,True,False,False
0,166,95,0,True,False,False
0,25,135,0,True,False,False
0,135,25,0,True,False,False
0,135,101,0,True,False,False
0,101,135,0,True,False,False
0,157,90,0,True,False,False
0,90,157,0,True,False,False
0,82,133,0,True,False,False
0,133,82,0,True,False,False
0,47,82,0,True,False,False
0,82,47,0,True,False,False
0,82,128,0,True,False,False
0,128,82,0,True,False,False
0,67,126,0,True,False,False
0,126,67,0,True,False,False
0,107,122,0,True,False,False
0,122,107,0,True,False,False
0,178,107,0,True,False,False
0,107,178,0,True,False,False
0,10,178,0,True,False,False
0,178,10,0,True,False,False
0,178,130,0,True,False,False
0,130,178,0,True,False,False
0,165,179,0,True,False,False
0,179,165,0,True,False,False
0,99,47,0,True,False,False
0,47,99,0,True,False,False
0,43,76,0,True,False,False
0,76,43,0,True,False,False
0,133,138,0,True,False,False
0,138,133,0,True,False,False
0,99,21,0,False,True,False
0,21,99,0,False,True,False
0,128,138,0,False,True,False
0,138,128,0,False,True,False
0,57,36,0,False,True,False
0,36,57,0,False,True,False
0,122,43,0,False,True,False
0,43,122,0,False,True,False
0,94,191,0,False,True,False
0,191,94,0,False,True,False
0,191,53,0,False,True,False
0,53,191,0,False,True,False
0,191,50,0,False,True,False
0,50,191,0,False,True,False
0,84,170,0,False,True,False
0,170,84,0,False,True,False
0,167,170,0,False,True,False
0,170,167,0,False,True,False
0,30,94,0,False,True,False
0,94,30,0,False,True,False
0,80,154,0,False,True,False
0,154,80,0,False,True,False
0,9,104,0,False,True,False
0,104,9,0,False,True,False
0,117,14,0,False,True,False
0,14,117,0,False,True,False
0,30,171,0,False,True,False
0,171,30,0,False,True,False
0,50,106,0,False,True,False
0,106,50,0,False,True,False
0,50,29,0,False,True,False
0,29,50,0,False,True,False
0,45,30,0,False,True,False
0,30,45,0,False,True,False
0,30,32,0,False,True,False
0,32,30,0,False,True,False
0,172,176,0,False,True,False
0,176,172,0,False,True,False
0,163,182,0,False,False,True
0,182,163,0,False,False,True
0,53,29,0,False,False,True
0,29,53,0,False,False,True
0,148,167,0,False,False,True
0,167,148,0,False,False,True
0,12,7,0,False,False,True
0,7,12,0,False,False,True
0,192,159,0,False,False,True
0,159,192,0,False,False,True
0,12,180,0,False,False,True
0,180,12,0,False,False,True
0,180,139,0,False,False,True
0,139,180,0,False,False,True
0,80,188,0,False,False,True
0,188,80,0,False,False,True
0,188,148,0,False,False,True
0,148,188,0,False,False,True
0,84,2,0,False,False,True
0,2,84,0,False,False,True
0,148,84,0,False,False,True
0,84,148,0,False,False,True
0,80,145,0,False,False,True
0,145,80,0,False,False,True
0,60,140,0,False,False,True
0,140,60,0,False,False,True
0,139,79,0,False,False,True
0,79,139,0,False,False,True
0,19,26,0,False,False,True
0,26,19,0,False,False,True
0,26,6,0,False,False,True
0,6,26,0,False,False,True
0,19,141,0,False,False,True
0,141,19,0,False,False,True
0,187,123,0,False,False,True
0,123,187,0,False,False,True
0,116,31,0,False,False,True
0,31,116,0,False,False,True
0,6,108,0,False,False,True
0,108,6,0,False,False,True
0,168,143,0,False,False,True
0,143,168,0,False,False,True
